state,city,school,score,
BA,SALVADOR,COLEGIO EST PROF JOSE BARRETO DE ARAUJO BASTOS,NA,
BA,SALVADOR,ESCOLA ESTADUAL FILADELFIA,3.1,
BA,SALVADOR,ESC EST PROF GERMANO MACHADO NETO,3.1,
BA,SALVADOR,COLEGIO ESTADUAL PROF FELIPE BUSQUET ANGLADA,2.2,
BA,SALVADOR,ESC EST PROFª MARIA DE LOURDES PARADA FRANCH,3.1,
BA,SALVADOR,ESCOLA ESTADUAL PROFESSOR ARISTIDES DE SOUZA OLIVEIRA,2.0,
BA,SALVADOR,ESCOLA ESTADUAL 15 DE OUTUBRO,3.1,
BA,SALVADOR,COLEGIO ESTADUAL 15 DE NOVEMBRO,3.0,
BA,SALVADOR,COLEGIO ESTADUAL 29 DE MARCO,2.2,
BA,SALVADOR,COLEGIO ESTADUAL PROFª MARIA BERNADETE BRANDÃO,2.9,
BA,SALVADOR,ESCOLA ESTADUAL PROFESSOR IGNACIO LUNELLI,2.3,
BA,SALVADOR,COLEGIO ESTADUAL PLATAFORMA,2.5,
BA,SALVADOR,ESCOLA ESTADUAL ROTARY,2.6,
BA,SALVADOR,ESCOLA ESTADUAL DE PAU DA LIMA,2.7,
BA,SALVADOR,COLEGIO ESTADUAL SATELITE,2.7,
BA,SALVADOR,COLEGIO DA POLICIA MILITAR NA UNIDADE LOBATO,4.9,
BA,SALVADOR,COLEGIO ESTADUAL SAO DANIEL COMBONI,3.5,
BA,SALVADOR,COLEGIO ESTADUAL MESTRE PAULO DOS ANJOS,3.6,
BA,SALVADOR,COLEGIO ESTADUAL ANA CRISTINA PRAZERES MATA PIRES,2.1,
BA,SALVADOR,ESCOLA ESTADUAL NOVA DE SUSSUARANA,3.1,
BA,SANTA BARBARA,CENTRO EDUCACIONAL SAO JOSE,2.4,
BA,SANTA BARBARA,COLEGIO ESTADUAL PROF CARLOS VALADARES,2.5,
BA,SANTA INES,COLÉGIO ESTADUAL ANTONIO CARLOS MAGALHÃES,2.3,
BA,SANTA INES,ESCOLA ESTADUAL GOES CALMON,2.8,
BA,SANTALUZ,COLEGIO ESTADUAL JOSE LEITAO,2.0,
BA,SANTA LUZIA,ESCOLA ESTADUAL SANTA LUZIA,2.2,
BA,SANTA MARIA DA VITORIA,CENTRO EDUCACIONAL SANTAMARIENSE,4.8,
BA,SANTA MARIA DA VITORIA,ESCOLA ESTADUAL ROLANDO LARANJEIRA BARBOSA,3.5,
BA,SANTANA,GRUPO ESC GOV ANTONIO CARLOS MAGALHAES,3.0,
BA,SANTANA,ESCOLA ESTADUAL BARÃO DO RIO BRANCO,3.3,
BA,SANTANA,EDUCANDARIO DIOCESANO SANT´ANA,NA,
BA,SANTANOPOLIS,COLEGIO ESTADUAL JOSE ANTONIO DE ALMEIDA,NA,
BA,SANTA RITA DE CASSIA,ESCOLA ESTADUAL DR. CLERISTON ANDRADE,4.0,
BA,SANTA RITA DE CASSIA,COLEGIO ESTADUAL GOVERNADOR LUIZ VIANA FILHO,4.1,
BA,SANTA RITA DE CASSIA,ESCOLA ESTADUAL DEPUTADO HORACIO DE MATOS,3.5,
BA,SANTA TERESINHA,ESCOLA ESTADUAL DE 1º GRAU DR AUGUSTO VIANA,NA,
BA,SANTA TERESINHA,COLEGIO ESTADUAL LUIS EDUARDO MAGALHÃES,3.4,
BA,SANTO AMARO,ESC POLIVALENTE DE STO AMARO,2.1,
BA,SANTO AMARO,COLÉGIO ESTADUAL SENADOR PEDRO LAGO,2.8,
BA,SANTO AMARO,ESCOLA GOVERNADOR LUIZ VIANA FILHO,2.5,
BA,SANTO ANTONIO DE JESUS,COLEGIO ESTADUAL FRANCISCO DA CONCEICAO MENEZES,2.0,
BA,SANTO ANTONIO DE JESUS,ESCOLA ESTADUAL DE 1º GRAU LUIZ VIANA FILHO,2.9,
BA,SANTO ANTONIO DE JESUS,ESCOLA DEMOC ESTADUAL DE 1G PROF ANISIO TEIXEIRA,4.6,
BA,SANTO ANTONIO DE JESUS,ESCOLA ESTADUAL DE 1º GRAU CONCEICAO C S OLIVEIRA,3.6,
BA,SANTO ANTONIO DE JESUS,ESCOLA ESTADUAL DE 1º GRAU FELIX GASPAR,3.5,
BA,SANTO ANTONIO DE JESUS,ESCOLA ESTADUAL FLORENTINO F DE ALMEIDA,NA,
BA,SANTO ANTONIO DE JESUS,COLÉGIO ESTADUAL RENATO MACHADO,2.9,
BA,SANTO ESTEVAO,COLEGIO ESTADUAL PROF EDITE FERREIRA FONSECA,1.9,
BA,SANTO ESTEVAO,COLEGIO ESTADUAL POLIVALENTE DE SANTO ESTEVAO,NA,
BA,SANTO ESTEVAO,GRUPO ESCOLAR LUIZ VIANA FILHO,NA,
BA,SANTO ESTEVAO,GRUPO ESCOLAR PRES CASTELO BRANCO,2.6,
BA,SAO DESIDERIO,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,3.3,
BA,SAO DESIDERIO,ESCOLA ESTADUAL BENTO ALVES DAS NEVES,3.9,
BA,SAO DOMINGOS,ESCOLA ESTADUAL NECY NOVAES,3.8,
BA,SAO FELIX,COLÉGIO ESTADUAL ROMULO GALVAO,1.8,
BA,SAO FELIPE,COLEGIO EST GOVERNADOR JOAO DURVAL CARNEIRO,2.8,
BA,SAO FELIPE,ESCOLA ESTADUAL PRESIDENTE MEDICI,2.4,
BA,SAO FRANCISCO DO CONDE,ESC MARTINHO SALLES BRASIL,NA,
BA,SAO GABRIEL,COLÉGIO ESTADUAL JOAO DURVAL CARNEIRO,NA,
BA,SAO GONCALO DOS CAMPOS,COLEGIO POLIVALENTE DE SAO GONÇALO DOS CAMPOS,2.7,
BA,SAO GONCALO DOS CAMPOS,ESCOLAS REUNIDAS ANTONIO CARLOS PEDREIRA,1.9,
BA,SAO JOSE DA VITORIA,COLEGIO ESTADUAL 13 DE JUNHO,2.7,
BA,SAO SEBASTIAO DO PASSE,ESCOLA ESTADUAL DOZE DE OUTUBRO,2.9,
BA,SAO SEBASTIAO DO PASSE,COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHÃES,1.7,
BA,SAPEACU,COLEGIO JONIVAL LUCAS,1.8,
BA,SAPEACU,COL.ESTADUAL DR. ELIEL DA SILVA MARTINS,2.9,
BA,SATIRO DIAS,COLEGIO DEMCRATICO ESTADUAL PROF EDGARD SANTOS,2.8,
BA,SAUDE,ESCOLA ESTADUAL LUIZ NAVARRO DE BRITO,1.7,
BA,SEABRA,COLÉGIO ESTADUAL DR ANTONIO CARLOS MAGALHÃES,4.0,
BA,SEABRA,COLÉGIO ESTADUAL LETICE OLIVEIRA,3.1,
BA,SEABRA,ESC EST ALVINA ROCHA,3.2,
BA,SEABRA,ESCOLA MUNICIPAL DE 1? GRAU DE VELAME,2.8,
BA,SEABRA,COLÉGIO ESTADUAL FILINTO JUSTINIANO BASTOS,NA,
BA,SEABRA,ESCOLA EST PROFA IVANI OLIVEIRA,3.8,
BA,SEBASTIAO LARANJEIRAS,COLEGIO ESTADUAL D PEDRO I,5.2,
BA,SENHOR DO BONFIM,COL EST SR DO BONFIM,2.3,
BA,SENHOR DO BONFIM,ESC DE 1 GRAU OLGA CAMPOS DE MENEZES,2.7,
BA,SENHOR DO BONFIM,COLÉGIO ESTADUAL JÚLIO CÉSAR SALGADO,3.6,
BA,SENHOR DO BONFIM,COLEGIO ESTADUAL TEIXEIRA DE FREITAS,2.5,
BA,SENHOR DO BONFIM,COLEGIO ESTADUAL ROMULO GALVAO,2.4,
BA,SENHOR DO BONFIM,COLEGIO ESTADUAL ENEDINA CAMPOS BARBOSA,NA,
BA,SENHOR DO BONFIM,ESC DE 1 GRAU PROF MARIANA A DE OLIVEIRA,2.9,
BA,SENTO SE,COLÉGIO SETE DE SETEMBRO,NA,
BA,SENTO SE,COLEGIO ESTADUAL DEPUTADO JAIRO SENTO SE,2.8,
BA,SENTO SE,COLEGIO ESTADUAL DR JUCA SENTO SE,2.1,
BA,SERRA DOURADA,COLÉGIO ESTADUAL LOMANTO JUNIOR,2.4,
BA,SERRA PRETA,COLEGIO ESTADUAL RENATO MEDEIROS NETO,NA,
BA,SERRA PRETA,COLEGIO ESTADUAL NOSSA SENHORA DE LOURDES,3.4,
BA,SERRA PRETA,COLEGIO ESTADUAL NOSSA SENHORA DO BOM CONSELHO,NA,
BA,SERRA PRETA,GRUPO ESCOLAR PAPA JOAO PAULO I,2.3,
BA,SERRINHA,COLEGIO ESTADUAL RUBEM NOGUEIRA,1.9,
BA,SERRINHA,COLEGIO ESTADUAL DEPUTADO PLINIO CARNEIRO,2.2,
BA,SERRINHA,CENTRO EDUCACIONAL 30 DE JUNHO,2.6,
BA,SERRINHA,ESCOLA ESTADUAL DR.JOAO TRINDADE,2.5,
BA,SERRINHA,COLEGIO ESTADUAL JOSEVALDO LIMA,2.7,
BA,SERRINHA,COLÉGIO ESTADUAL PROFESSORA IVETE OLIVEIRA,2.8,
BA,SERRINHA,COLEGIO ESTADUAL LEOBINO CARDOSO RIBEIRO,2.7,
BA,SERRINHA,COLEGIO ESTADUAL ALOYSIO CARNEIRO,2.5,
BA,SERRINHA,ESCOLA ESTADUAL CENTRO COMUN ITARIO ASSISTENCIAL DE SANTANA,2.5,
BA,SERROLANDIA,COLEGIO ESTADUAL DE SERROLANDIA,2.7,
BA,SIMOES FILHO,CENTRO EDUCACIONAL SANTO ANTONIO,4.4,
BA,SIMOES FILHO,COLEGIO ESTADUAL REITOR MIGUEL CALMON,2.0,
BA,SIMOES FILHO,ESCOLA POLIVALENTE DE ARATU,2.0,
BA,SIMOES FILHO,COLEGIO ESTADUAL DR BERLINDO MAMEDE DE OLIVEIRA,3.1,
BA,SIMOES FILHO,COLEGIO ESTADUAL DR LUIZ VIANA FILHO,2.5,
BA,SIMOES FILHO,COLEGIO ESTADUAL IRMA DULCE,2.1,
BA,SIMOES FILHO,COLEGIO ESTADUAL REGINA SIMOES,2.2,
BA,SIMOES FILHO,COLEGIO ESTADUAL PROFESSOR HERMES MIRANDA DO VAL,2.3,
BA,SITIO DO MATO,ESCOLA EVANGELICA SITIO DO MATO,3.6,
BA,SITIO DO MATO,ESCOLA ESTADUAL THOMAZ LEITE,2.7,
BA,SOBRADINHO,COLEGIO ESTADUAL VILA SAO JOAQUIM,2.8,
BA,SOBRADINHO,ESCOLA ESTADUAL MARIA JOSE DE LIMA SILVEIRA,1.7,
BA,SOUTO SOARES,ESCOLAS REUNIDAS SOUTO SOARES,2.8,
BA,TABOCAS DO BREJO VELHO,COLEGIO ESTADUAL 31 DE MARÇO,NA,
BA,TANHACU,ESCOLA ESTADUAL EMILIO GARRASTAZU MEDICI,3.0,
BA,TANQUE NOVO,COLEGIO ESTADUAL DE TANQUE NOVO,NA,
BA,TANQUE NOVO,EFA ESCOLA FAMILIA AGRICOLA,NA,
BA,TANQUINHO,COLEGIO ESTADUAL NOVIS FILHO,2.6,
BA,TAPEROA,ESCOLAS REUNIDAS DR ANTONIO BALBINO,2.7,
BA,TAPEROA,COLEGIO ESTADUAL ESTELA ALELUIA GUIMARAES,2.3,
BA,TAPIRAMUTA,ESCOLA ESTADUAL JULIETA VIANA,NA,
BA,TEIXEIRA DE FREITAS,CENTRO EDUCACIONAL PROFESSOR ROMULO GALVAO,1.5,
BA,TEIXEIRA DE FREITAS,COLÉGIO ESTADUAL ANGELO MAGALHAES,3.1,
BA,TEIXEIRA DE FREITAS,COLÉGIO ESTADUAL HENRIQUE BRITO,3.7,
BA,TEIXEIRA DE FREITAS,COLÉGIO DA POLÍCIA MILITAR ANISIO TEIXEIRA,4.7,
BA,TEIXEIRA DE FREITAS,ESCOLA ESTADUAL WILSON ALVES DE BRITO,2.5,
BA,TEIXEIRA DE FREITAS,ESCOLAR ESTADUAL GERSON OLIVEIRA COSTA,NA,
BA,TEIXEIRA DE FREITAS,CENTRO EDUCACIONAL TEMOTEO ALVES DE BRITO,2.4,
BA,TEODORO SAMPAIO,ESCOLA PRESIDENTE COSTA E SILVA,2.9,
BA,TEOFILANDIA,ESCOLA ESTADUAL PLINIO CARNEIRO DA SILVA,NA,
BA,TEOLANDIA,COLEGIO ESTADUAL DEMOCRATICO LIBIA TINOCO MELO,NA,
BA,TUCANO,CENTRO ESTADUAL ROMULO GALVAO,2.0,
BA,TUCANO,COLÉGIO ESTADUAL LUIS EDUARDO MAGALHAES,NA,
BA,TUCANO,COLÉGIO ESTADUAL GILDASIO PENEDO,3.6,
BA,TUCANO,COLÉGIO ESTADUAL HERACLIDES MARTINS DE ANDRADE,2.2,
BA,UAUA,COLEGIO ESTADUAL NOSSA SENHORA AUXILIADORA,3.4,
BA,UAUA,COLEGIO ESTADUAL SENHOR DO BONFIM,1.8,
BA,UAUA,COLEGIO ESTADUAL CEL JERONIMO RODRIGUES RIBEIRO,2.9,
BA,UAUA,COLEGIO ESTADUAL PROF EDVALDO M BOAVENTURA,1.9,
BA,UAUA,ESC EST DE 1 GRAU DE CALDEIRAO DA SERRA,1.4,
BA,UBAIRA,COLÉGIO ESTADUAL BALBINO MUNIZ BARRETO,NA,
BA,UBAITABA,COLEGIO POLIVALENTE DE UBAITABA,2.3,
BA,UBATA,COLEGIO ESTADUAL DE UBATA,1.9,
BA,UBATA,ESCOLA LUIZ VIANA NETO,2.4,
BA,UBATA,ESCOLA EDSON NEVES,1.8,
BA,UBATA,ESCOLA ESTADUAL JERONIMO VIEIRA LOPES,NA,
BA,UIBAI,ESCOLA ESTADUAL DE 1 GRAU SERRA AZUL,NA,
BA,UNA,COLÉGIO ESTADUAL MENANDRO MINAHIM,3.4,
BA,UNA,COLEGIO ESTADUAL PAULO SOUTO,2.5,
BA,URANDI,COLÉGIO ESTADUAL DE URANDI,2.8,
BA,URUCUCA,COLEGIO ESTADUAL CARNEIRO RIBEIRO,3.4,
BA,UTINGA,ESCOLA ESTADUAL ANTONIO MUNIZ,2.3,
BA,VALENCA,COLEGIO ESTADUAL GENTIL PARAISO MARTINS,1.7,
BA,VALENCA,ESCOLA JOAO LEONARDO DA SILVA,2.6,
BA,VALENTE,COLEGIO ESTADUAL WILSON LINS,3.6,
BA,VARZEA DO POCO,GRUPO ESCOLAR FELIPE CASSIANO,NA,
BA,VARZEA NOVA,ESCOLA EST PROF ADJACI MARTINS,NA,
BA,VERA CRUZ,COL. EST DESEMBARGADOR JULIO VIRGINIO DE SANTANA,2.9,
BA,VERA CRUZ,ESCOLA ESTADUAL CARNEIRO RIBEIRO,2.5,
BA,VITORIA DA CONQUISTA,CENTRO INTEGRADO DE EDUC NAVARR DE BRITO,2.8,
BA,VITORIA DA CONQUISTA,COL EST ABDIAS MENEZES,1.7,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL ADELIA TEIXEIRA,NA,
BA,VITORIA DA CONQUISTA,COL POLIVALENTE DE VIT DA CONQUISTA,2.7,
BA,VITORIA DA CONQUISTA,COLÉGIO DA POLICIA MILITAR NA CPM NA ERALDO TINOCO VIT DA CONQUISTA,1.8,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL JOSE SA NUNES,2.0,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL VILAS BOAS MOREIRA,2.3,
BA,VITORIA DA CONQUISTA,ESC ESTADUAL DR ORLANDO LEITE,2.5,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL DE 1 GRAU ARTHUR SEIXAS,2.0,
BA,VITORIA DA CONQUISTA,COLÉGIO ESTADUAL CARLOS SANTANNA,1.9,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL DIRLENE MENDONCA,1.6,
BA,VITORIA DA CONQUISTA,COLÉGIO ESTADUAL PADRE LUIZ SOARES PALMEIRA,3.0,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL ADELMARIO PINHEIRO,2.3,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL RAFAEL SPINOLA NETO,2.0,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL ALAOR COUTINHO,2.3,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL ANISIO TEIXEIRA,1.2,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL FERNANDO SPINOLA,2.1,
BA,VITORIA DA CONQUISTA,ESCOLA ESTADUAL MARCELLO RANGEL PESTANA,3.4,
BA,VITORIA DA CONQUISTA,INST DE ED EUCLIDES DANTAS,2.7,
BA,VITORIA DA CONQUISTA,COLÉGIO ESTADUAL NILTON GONÇALVES,3.0,
BA,VITORIA DA CONQUISTA,COLEGIO ESTADUAL DOM CLIMERIO DE ALMEIDA ANDRADE,2.6,
BA,WAGNER,ESCOLA AGROTECNICA AFRANIO PEIXOTO,NA,
BA,WAGNER,INSTITUTO PONTE NOVA,2.3,
BA,WANDERLEY,ESCOLA ESTADUAL JOAO ALDINO DE SA TELES,4.5,
BA,WENCESLAU GUIMARAES,COLÉGIO ESTADUAL NAIR LOPES JENKINS,NA,
BA,XIQUENAXIQUE,COLEGIO ESTADUAL REINALDO TEIXEIRA BRAGA,2.3,
BA,XIQUENAXIQUE,ESCOLA POLIVALENTE DE XIQUE XIQUE,1.7,
MG,ABADIA DOS DOURADOS,EE PEDRO ALVARES CABRAL,4.7,
MG,ABAETE,EE DR EDGARDO DA CUNHA PEREIRA,4.3,
MG,ABAETE,EE FREDERICO ZACARIAS,4.6,
MG,ABRE CAMPO,EE PROF ERNESTO DE MELO BRANDAO,3.3,
MG,ABRE CAMPO,EE ABRE CAMPO,3.4,
MG,ACAIACA,EE PE SIMIM,4.5,
MG,ACAIACA,EE DE ENS FUNDAMENTAL,2.9,
MG,ACUCENA,EE ANTONIO ALTICIANO,3.5,
MG,ACUCENA,EE ODETE VALADARES,4.0,
MG,ACUCENA,EE CRISTIANO MACHADO,3.3,
MG,ACUCENA,EE DOM SERAFIM GOMES JARDIM,NA,
MG,ACUCENA,EE DE NAQUE NANUQUE,4.2,
MG,AGUA BOA,EE ADAO MARQUES DAS ALELUIAS,3.2,
MG,AGUA BOA,EE DE RESPLENDOR,3.3,
MG,AGUA BOA,EE PROF JOAQUIM PIMENTA DE ARAUJO,NA,
MG,AGUA COMPRIDA,EE JOSE ACACIO DA SILVA,4.7,
MG,AGUAS FORMOSAS,EE CAP INACIO SOARES,3.2,
MG,AGUAS FORMOSAS,EE DE AGUA QUENTE,3.0,
MG,AGUAS FORMOSAS,EE JOSE QUARESMA DA COSTA,3.1,
MG,AGUAS VERMELHAS,EE CEL JOSE VENANCIO DE SOUSA,4.5,
MG,AGUAS VERMELHAS,EE DE MACHADO MINEIRO,4.1,
MG,AGUAS VERMELHAS,EE JOAQUIM FERNANDES ABADE,2.6,
MG,AGUAS VERMELHAS,EE DE ITAMARATI,2.4,
MG,AIMORES,EE AMERICO MARTINS DA COSTA,3.1,
MG,AIMORES,EE FREI AFONSO MARIA JORDA,3.9,
MG,AIMORES,EE MACHADO DE ASSIS,4.1,
MG,AIMORES,EE JOSE TAVARES DE SOUZA,3.7,
MG,AIMORES,EE JOSE TEIXEIRA FRANCO,NA,
MG,AIMORES,EE MARIA DE CASTRO PAIVA,NA,
MG,AIMORES,EE MANOEL VICTORINO DE OLIVEIRA,3.8,
MG,AIURUOCA,EE CONSELHEIRO FIDELIS,4.9,
MG,ALEM PARAIBA,EE DR ALFREDO CASTELO BRANCO,3.6,
MG,ALEM PARAIBA,EE SAO JOSE,3.7,
MG,ALEM PARAIBA,ESCOLA ESTADUAL SEBASTIAO CERQUEIRA,4.2,
MG,ALEM PARAIBA,EE STA RITA,4.7,
MG,ALEM PARAIBA,EE BARAO SAO GERALDO,4.3,
MG,ALFENAS,EE JUDITH VIANNA,3.2,
MG,ALFENAS,EE PREF ISMAEL BRASIL CORREA,3.7,
MG,ALFENAS,EE PROF VIANA,3.6,
MG,ALFENAS,E E SAMUEL ENGEL,3.9,
MG,ALFENAS,EE DR NAPOLEAO SALLES,3.6,
MG,ALFENAS,EE PE JOSE GRIMMINCK,3.3,
MG,ALFREDO VASCONCELOS,EE N SRA DO ROSARIO,4.7,
MG,ALMENARA,EE ANGELINA NASCIMENTO,3.4,
MG,ALMENARA,EE TANCREDO NEVES,3.6,
MG,ALMENARA,EE CONDE AFONSO CELSO,4.8,
MG,ALMENARA,EE LAUDELINA DIAS LACERDA,3.5,
MG,ALMENARA,EE JOVIANO NAVES,3.3,
MG,ALMENARA,EE DE PEDRA GRANDE,NA,
MG,ALMENARA,EE JOEL MARES,3.2,
MG,ALPERCATA,EE TEREZINHA PINTO FERNANDES MAIA,4.4,
MG,ALPINOPOLIS,EE DONA INDA,4.4,
MG,ALPINOPOLIS,EE DOM JOAO VI,5.6,
MG,ALTEROSA,EE BOLIVAR BOANERGES DA SILVEIRA,4.4,
MG,ALTEROSA,EE DEP JALES MACHADO,5.8,
MG,ALTO CAPARAO,EE CEL AMERICO VESPUCIO CARVALHO,NA,
MG,ALTO RIO DOCE,EE SAO JOSE,4.0,
MG,ALTO RIO DOCE,EE ANTONINO TEIXEIRA DE CARVALHO,4.6,
MG,ALTO RIO DOCE,EE DR JOSE OTAVIO COUTO MOTA,4.6,
MG,ALVARENGA,EE GOV BIAS FORTES,4.1,
MG,ALVINOPOLIS,EE PROF CANDIDO GOMES,5.0,
MG,ALVINOPOLIS,EE ANTONIO CARLOS,4.0,
MG,ALVORADA DE MINAS,EE JOSE MADUREIRA HORTA,3.8,
MG,ALVORADA DE MINAS,EE JOSE DANIEL UTSCH,NA,
MG,ALVORADA DE MINAS,EE SAO JOSE DE JASSEM,NA,
MG,AMPARO DO SERRA,ESCOLA ESTADUAL ALFREDO DO CARMO,3.7,
MG,ANDRADAS,EE CEL JOAO MOSCONI,4.6,
MG,ANDRADAS,EE PROF EDMUNDO VIEIRA,5.4,
MG,ANDRADAS,EE DANIEL RIBEIRO MOGGI,5.1,
MG,ANDRADAS,EE ADOLFO FIRMINO SOUZA MARQUES,4.1,
MG,CACHOEIRA DE PAJEU,EE BARAO DO RIO BRANCO,3.6,
MG,CACHOEIRA DE PAJEU,EE DO POV DE AGUAS ALTAS,4.5,
MG,ANDRELANDIA,EE VISCONDE DE ARANTES,4.3,
MG,ANGELANDIA,EE AUGUSTO BARBOSA,4.5,
MG,ANGELANDIA,EE DE ENS FUNDAMENTAL,4.3,
MG,ANTONIO CARLOS,EE JOSE GONCALVES DE ARAUJO,4.7,
MG,ANTONIO CARLOS,EE SEN ANTONIO CARLOS,5.2,
MG,ANTONIO CARLOS,EE JUNTO AO C DE EDUC LIMA DUARTE,4.4,
MG,ANTONIO DIAS,EE VICENTE INACIO BISPO,2.5,
MG,ANTONIO DIAS,EE PROF LETRO,4.1,
MG,ANTONIO DIAS,EE GERMANO PEDRO DE SOUZA,4.8,
MG,ANTONIO PRADO DE MINAS,EE GERALDO ROCHA,5.0,
MG,ARACITABA,EE CEL FRANCISCO HOMEM,4.1,
MG,ARACUAI,EE BOM JESUS DE AGUADA NOVA,3.5,
MG,ARACUAI,EE DA FAZ DIAMANTINO,NA,
MG,ARACUAI,EE DOM JOSE DE HAAS,3.9,
MG,ARACUAI,EE INDUSTRIAL SAO JOSE,4.5,
MG,ARACUAI,EE PROF LEOPOLDO PEREIRA,3.4,
MG,ARACUAI,EE HILARIO PINHEIRO JARDIM,3.2,
MG,ARACUAI,EE JOSE DOS SANTOS NEIVA,2.8,
MG,ARACUAI,EE FREI ROGATO,3.1,
MG,ARAGUARI,EE RAINHA DA PAZ,NA,
MG,ARAGUARI,EE ANTONIO NUNES CARVALHO FILHO,4.6,
MG,ARAGUARI,EE COSTA SENA,4.5,
MG,ARAGUARI,EE DONA ELEONORA PIERUCCETTI,4.5,
MG,ARAGUARI,EE ISOLINA FRANCA SOARES TORRES,4.9,
MG,ARAGUARI,EE MADRE MARIA BLANDINA,5.1,
MG,ARAGUARI,EE PE DAMIAO,4.3,
MG,ARAGUARI,EE PAES DE ALMEIDA,4.4,
MG,ARAGUARI,EE PROF ANTONIO MARQUES,5.6,
MG,ARAGUARI,EE RAUL SOARES,4.2,
MG,ARAGUARI,EE SAO JUDAS TADEU,3.7,
MG,ARAGUARI,EE VISCONDE DE OURO PRETO,NA,
MG,ARAGUARI,EE PROFA KATY BELEM,5.1,
MG,ARAGUARI,EE JOSE CARNEIRO DA CUNHA,3.7,
MG,ARAGUARI,EE ARTUR BERNARDES,4.3,
MG,ARAGUARI,EE CORONEL LINDOLFO RODRIGUES CUNHA,3.7,
MG,ARAPONGA,EE CONEGO JOSE ERMELINDO DE SOUZA,4.2,
MG,ARAPONGA,EE JOSE DIAS DO CARMO,4.0,
MG,ARAPUA,EE MANOEL GONCALVES BOAVENTURA,4.8,
MG,ARAUJOS,EE JOSE MANOEL,4.3,
MG,ARAXA,EE ARMANDO SANTOS,4.7,
MG,ARAXA,EE PROF LUIZ ANTONIO C OLIVEIRA,5.7,
MG,ARAXA,EE PE ANACLETO GIRALDI,5.1,
MG,ARAXA,EE LUIZA DE OLIVEIRA FARIA,4.1,
MG,ARAXA,EE MARIA DE MAGALHAES,4.8,
MG,ARAXA,EE VASCO SANTOS,4.8,
MG,ARAXA,EE LOREN RIOS FERES,4.2,
MG,ARAXA,EE ROTARY,4.8,
MG,ARCEBURGO,EE CEL LUCAS MAGALHAES,4.1,
MG,ARCOS,EE JOSE GERALDO DE MELO,NA,
MG,ARCOS,EE DA VILA BOA VISTA,4.8,
MG,ARCOS,ESCOLA ESTADUAL DONA MARICOTA PINTO,5.2,
MG,ARCOS,EE YOLANDA JOVINO VAZ,4.3,
MG,AREADO,EE JOAO LOURENCO,4.8,
MG,ARICANDUVA,EE TEODOMIRO CALDEIRA LEAO,4.5,
MG,ARINOS,EE MAJOR SAINT CLAIR F VALADARES,4.0,
MG,ARINOS,EE GARIBALDINA F VALADARES,3.3,
MG,ARINOS,EE CARMOSINA DURAES MARTINS,3.5,
MG,ARINOS,EE PROF BENEVIDES,3.6,
MG,ASTOLFO DUTRA,EE PROF SOUZA PRIMO,4.6,
MG,ASTOLFO DUTRA,EE OLINTO ALMADA,NA,
MG,ASTOLFO DUTRA,EE DEP EDSON RESENDE,NA,
MG,ATALEIA,EE PREF CLEMENTE ESTEVES FERRAZ,2.6,
MG,ATALEIA,EE PROFA HERMINIA P DE ALMEIDA,3.6,
MG,ATALEIA,EE DE SAO MIGUEL,NA,
MG,ATALEIA,EE DE NOVO HORIZONTE,NA,
MG,ATALEIA,EE DE ENS FUND E MEDIO,2.4,
MG,AUGUSTO DE LIMA,EE AFONSO SOARES DE FREITAS,4.3,
MG,BAEPENDI,EE N SRA DE MONTSERRAT,4.0,
MG,BALDIM,EE JOSE RIBEIRO DA SILVA,4.4,
MG,BALDIM,EE OSCAR ARTUR GUIMARAES,4.4,
MG,BAMBUI,EE JOAO BATISTA DE CARVALHO,4.3,
MG,BAMBUI,EE JOSE ALZAMORA,3.6,
MG,BANDEIRA,EE JOAO DOS SANTOS AMARAL,3.6,
MG,BANDEIRA DO SUL,EE JOSE BANDEIRA DE CARVALHO,4.4,
MG,BARAO DE COCAIS,EE CEL CANCIO,4.5,
MG,BARAO DE COCAIS,EE JOSE MARIA DE MORAIS,4.6,
MG,BARAO DE COCAIS,EE ODILON BEHRENS,2.9,
MG,BARAO DE COCAIS,EE PE HEITOR,4.1,
MG,BARAO DE COCAIS,EE EFIGENIA DE BARROS OLIVEIRA,4.7,
MG,BARAO DE MONTE ALTO,EE PROF TOMAS AQUINO PEREIRA,4.6,
MG,BARAO DE MONTE ALTO,EE DOMICIANO CERQUEIRA,4.4,
MG,BARBACENA,EE ADELAIDE BIAS FORTES,5.9,
MG,BARBACENA,EE AMILCAR SAVASSI,5.2,
MG,BARBACENA,EE PROF JOAO ANASTACIO,4.6,
MG,BARBACENA,EE DR ALBERTO VIEIRA PEREIRA,4.0,
