state,city,school,score,
RO,ALTA FLORESTA D'OESTE,EEEF EURIDICE LOPES PEDROSO,3.7,
RO,ALTA FLORESTA D'OESTE,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,3.1,
RO,ALTA FLORESTA D'OESTE,EEEF TANCREDO DE ALMEIDA NEVES,NA,
RO,ALTA FLORESTA D'OESTE,EEEFM PE EZEQUIEL RAMIN,3.1,
RO,ARIQUEMES,EEEFM CORA CORALINA,4.2,
RO,ARIQUEMES,EEEF ALBINA MARCIÓ SORDI,3.8,
RO,ARIQUEMES,EEEFM ANISIO TEIXEIRA,3.7,
RO,ARIQUEMES,EEEFM FRANCISCO ALVES MENDES FILHO,2.5,
RO,ARIQUEMES,EEEF JARDIM DAS PEDRAS,3.8,
RO,ARIQUEMES,EEEF MIGRANTES,4.7,
RO,ARIQUEMES,EEEFM HEITOR VILLA LOBOS,3.2,
RO,ARIQUEMES,EEEFM RICARDO CANTANHEDE,3.4,
RO,CABIXI,EEEF CHICO MENDES,NA,
RO,CABIXI,EEEFM PLANALTO,NA,
RO,CABIXI,EEEFM JOSE DE ANCHIETA,3.0,
RO,CACOAL,EEEFM ANTONIO GONCALVES DIAS,3.3,
RO,CACOAL,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,2.2,
RO,CACOAL,EEEFM CARLOS DRUMMOND DE ANDRADE,3.2,
RO,CACOAL,EEEFM CORA CORALINA,3.7,
RO,CACOAL,EEEF FREI CANECA,4.0,
RO,CACOAL,EEEFM GRACILIANO RAMOS,3.9,
RO,CACOAL,EEEFM HONORINA LUCAS DE BRITO,3.2,
RO,CACOAL,EEEFM PAULO FREIRE,2.8,
RO,CACOAL,EEEF MARIA AURORA DO NASCIMENTO,3.3,
RO,CACOAL,EEEFM BERNARDO GUIMARAES,4.2,
RO,CACOAL,EEEFM CARLOS GOMES,4.5,
RO,CACOAL,EEEFM CLODOALDO NUNES DE ALMEIDA,3.9,
RO,CACOAL,EEEFM CELSO FERREIRA DA CUNHA,3.0,
RO,CEREJEIRAS,EEEF GOV JERONIMO GARCIA SANTANA,4.1,
RO,CEREJEIRAS,EEEFM TANCREDO DE ALMEIDA NEVES,4.3,
RO,CEREJEIRAS,EEEFM CASTRO ALVES,3.1,
RO,COLORADO DO OESTE,EEEF 16 DE JUNHO,3.5,
RO,COLORADO DO OESTE,EEEF GOV ANGELO ANGELIN,NA,
RO,COLORADO DO OESTE,EEEFM MANUEL BANDEIRA,3.8,
RO,COLORADO DO OESTE,EEEFM PAULO DE ASSIS RIBEIRO,3.2,
RO,CORUMBIARA,EEEF MARECHAL RONDON,3.6,
RO,CORUMBIARA,EEEFM DR OSVALDO PIANA,5.0,
RO,COSTA MARQUES,EEEFM ANGELINA DOS ANJOS,2.7,
RO,COSTA MARQUES,EEEEFM DARCY DA SILVEIRA,4.1,
RO,ESPIGAO D'OESTE,EEEF FERNANDA SOUZA DE PAULA,4.9,
RO,ESPIGAO D'OESTE,EEEFM JEAN PIAGET,3.6,
RO,ESPIGAO D'OESTE,EEEF JERRIS ADRIANI TURATTI,4.6,
RO,ESPIGAO D'OESTE,EEEF VINICIUS DE MORAES,4.5,
RO,ESPIGAO D'OESTE,EEEFM SETE DE SETEMBRO,4.2,
RO,GUAJARANAMIRIM,EEEF ALKINDAR BRASIL DE AROUCA,2.8,
RO,GUAJARANAMIRIM,EEEF ALMIRANTE TAMANDARE,NA,
RO,GUAJARANAMIRIM,EEEF CAP GODOY,2.9,
RO,GUAJARANAMIRIM,EEEFM IRMA MARIA CELESTE,2.9,
RO,GUAJARANAMIRIM,EEEFM ROCHA LEAL,4.0,
RO,GUAJARANAMIRIM,EEEFM SIMON BOLIVAR,3.3,
RO,GUAJARANAMIRIM,IEE PAULO SALDANHA,4.0,
RO,GUAJARANAMIRIM,EEEF SALOMAO JUSTINIANO DE MELGAR,2.7,
RO,JARU,EEEFM CAPITAO SILVIO DE FARIAS,4.1,
RO,JARU,EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS,2.5,
RO,JARU,EEEF GOV JORGE TEIXEIRA DE OLIVERIA,3.3,
RO,JARU,EEEFM MARECHAL COSTA E SILVA,4.3,
RO,JARU,EEEFM PEDRO VIEIRA DE MELO,4.1,
RO,JARU,EEEFM RAIMUNDO CANTANHEDE,3.5,
RO,JARU,EEEFM PLACIDO CASTRO,4.3,
RO,JINAPARANA,EEEF SILVIO MICHELUZZI,2.6,
RO,JINAPARANA,EEEFM 31 DE MARÇO,3.8,
RO,JINAPARANA,EEEF ANTONIO BIANCO,4.0,
RO,JINAPARANA,EEEF BEATRIZ FERREIRA DA SILVA,3.6,
RO,JINAPARANA,EEEF DR LOURENCO PEREIRA LIMA,NA,
RO,JINAPARANA,EEEFM JANETE CLAIR,3.4,
RO,JINAPARANA,EEEF JARDIM DOS MIGRANTES,4.3,
RO,JINAPARANA,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,2.8,
RO,JINAPARANA,EEEFM MARCOS BISPO SILVA,2.0,
RO,JINAPARANA,EEEF NOVA BRASILIA,3.0,
RO,JINAPARANA,EEEF PROF CARMEM ROCHA BORGES,4.2,
RO,JINAPARANA,EEEF M.PROFª EDILCE DOS SANTOS FREITAS,3.1,
RO,JINAPARANA,EEEFM RIO URUPA,3.6,
RO,JINAPARANA,EEEF TANCREDO DE ALMEIDA NEVES,3.1,
RO,JINAPARANA,EEEFM TUPA,2.6,
RO,JINAPARANA,EEEFM ALUIZIO FERREIRA,2.9,
RO,JINAPARANA,EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA,3.6,
RO,JINAPARANA,EEEFM GONCALVES DIAS,3.9,
RO,JINAPARANA,EEEFM JULIO GUERRA,3.5,
RO,JINAPARANA,EEEFM LAURO BENNO PREDIGER,3.6,
RO,JINAPARANA,EEEFM PROF JOSE FRANCISCO DOS SANTOS,2.9,
RO,JINAPARANA,IEE MARECHAL RONDON,3.4,
RO,MACHADINHO D'OESTE,EEEF ALBERTO NEPOMUCENO,4.2,
RO,MACHADINHO D'OESTE,EEEFM JOAQUIM PEREIRA DA ROCHA,4.0,
RO,NOVA BRASILANDIA D'OESTE,EEEF ROCHA POMBO,5.1,
RO,NOVA BRASILANDIA D'OESTE,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,4.2,
RO,NOVA BRASILANDIA D'OESTE,EEEFM PADRE ALEXANDRE DE GUSMÃO,4.0,
RO,OURO PRETO DO OESTE,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,3.6,
RO,OURO PRETO DO OESTE,EEEFM DR. HORACIO CARELLI MENDES,4.5,
RO,OURO PRETO DO OESTE,EEEFM MONTEIRO LOBAT0,3.0,
RO,OURO PRETO DO OESTE,EEEFM MARIA DE MATOS E SILVA,3.0,
RO,OURO PRETO DO OESTE,EEEFM 28 DE NOVEMBRO,3.5,
RO,OURO PRETO DO OESTE,EEEFM JOAQUIM DE LIMA AVELINO,3.8,
RO,PIMENTA BUENO,EEEF ANISIO SERRAO DE CARVALHO,4.2,
RO,PIMENTA BUENO,EEEF BOM SUCESSO,3.4,
RO,PIMENTA BUENO,EEEFM MAL CORDEIRO DE FARIAS,3.8,
RO,PIMENTA BUENO,EEEFM ORLANDO BUENO DA SILVA,4.0,
RO,PIMENTA BUENO,EEEFM RAIMUNDO EUCLIDES BARBOSA,3.7,
RO,PIMENTA BUENO,EEEFM PROF VALDIR MONFREDINHO,3.2,
RO,PORTO VELHO,EEEFM TIRADENTES,3.8,
RO,PORTO VELHO,EEEFM JOSE OTINO DE FREITAS,3.7,
RO,PORTO VELHO,EEEF 21 DE ABRIL,3.1,
RO,PORTO VELHO,EEEFM 4 DE JANEIRO,3.7,
RO,PORTO VELHO,EEEF PROFESSORA ANTONIA VIEIRA FROTA,2.7,
RO,PORTO VELHO,EEEFM. BANDEIRANTES,2.7,
RO,PORTO VELHO,EEEF BELA VISTA,3.1,
RO,PORTO VELHO,EEEFM BRASILIA,2.3,
RO,PORTO VELHO,EEEFM CAP CLAUDIO MANOEL DA COSTA,3.9,
RO,PORTO VELHO,EEEMF D. PEDRO I,3.7,
RO,PORTO VELHO,EEEF DANIEL NERI DA SILVA,3.5,
RO,PORTO VELHO,E E E F SANTA MARCELINA MARCELLO CANDIA,5.2,
RO,PORTO VELHO,EEEFM DR OSVALDO PIANA,3.0,
RO,PORTO VELHO,DUQUE DE CAXIAS,3.4,
RO,PORTO VELHO,EEEFM ESTUDO E TRABALHO,4.1,
RO,PORTO VELHO,EEEFM GOV ARAUJO LIMA,2.4,
RO,PORTO VELHO,EEEFM GOV PETRONIO BARCELOS,4.0,
RO,PORTO VELHO,EEEFM GOV JESUS BURLAMAQUI HOSANNAH,3.1,
RO,PORTO VELHO,EEEF HEITOR VILLA LOBOS,3.7,
RO,PORTO VELHO,EEEFM JOHN KENNEDY,3.6,
RO,PORTO VELHO,EEEFM JORGE TEIXEIRA DE OLIVEIRA,3.4,
RO,PORTO VELHO,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,3.2,
RO,PORTO VELHO,EEEFM MANAUS,3.6,
RO,PORTO VELHO,EEEFM MARCOS DE BARROS FREIRE,2.0,
RO,PORTO VELHO,EEEF MARIANA,2.0,
RO,PORTO VELHO,EEEFM MURILO BRAGA,3.6,
RO,PORTO VELHO,EEEF PE MARIO CASTAGNA,3.3,
RO,PORTO VELHO,EEEFM PRES TANCREDO DE ALMEIDA NEVES,2.8,
RO,PORTO VELHO,EEEF PROF ROBERTO DUARTE PIRES,NA,
RO,PORTO VELHO,EEEF PROF ELOISA BENTES RAMOS,3.6,
RO,PORTO VELHO,EEEFM PROF FLORA CALHEIROS COTRIN,2.7,
RO,PORTO VELHO,EEEFM RISOLETA NEVES,3.1,
RO,PORTO VELHO,EEEF SAMARITANA,2.7,
RO,PORTO VELHO,EEEFM SAO LUIZ,3.0,
RO,PORTO VELHO,EEEF SAO SEBASTIAO I,3.2,
RO,PORTO VELHO,EEEF CORONEL CARLOS ALOYSIO WEBER,3.0,
RO,PORTO VELHO,EEEFM BARAO DO SOLIMOES,3.7,
RO,PORTO VELHO,EEEFM GETULIO VARGAS,3.7,
RO,PORTO VELHO,EEEFM MARECHAL CASTELO BRANCO,2.9,
RO,PORTO VELHO,EEEFM PROF. ORLANDO FREIRE,3.1,
RO,PORTO VELHO,EEEFM PROF EDUARDO LIMA E SILVA,3.5,
RO,PORTO VELHO,EEEFM RIO BRANCO,2.7,
RO,PORTO VELHO,IEE CARMELA DUTRA,3.6,
RO,PORTO VELHO,EEEFM GENERAL OSORIO,NA,
RO,PORTO VELHO,EEEFM MARIA NAZARE SANTOS,2.9,
RO,PORTO VELHO,CENTRO EDUCACIONAL MARIA DE NAZARE,3.4,
RO,PORTO VELHO,EEEFM ULISSES GUIMARAES,2.8,
RO,PORTO VELHO,EEEFM JAYME PEIXOTO DE ALENCAR,3.8,
RO,PORTO VELHO,EEEB PROF JOAO BENTO DA COSTA,NA,
RO,PORTO VELHO,EEEF JORGE VICENTE SALAZAR DOS SANTOS,2.9,
RO,PORTO VELHO,EEEFM MARCELO CANDIA SUBSEDE I,4.0,
RO,PRESIDENTE MEDICI,EEEFM CARLOS DRUMOND DE ANDRADE,4.5,
RO,PRESIDENTE MEDICI,EEEFM DONA BENTA,3.9,
RO,PRESIDENTE MEDICI,EEEFM EMBURANA,3.5,
RO,PRESIDENTE MEDICI,EEEFM PROF PAULO FREIRE,4.0,
RO,PRESIDENTE MEDICI,EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI,3.8,
RO,RIO CRESPO,EEEFM FRANCISCO MIGNONE,2.9,
RO,ROLIM DE MOURA,EEEFM CARLOS DRUMOND DE ANDRADE,3.5,
RO,ROLIM DE MOURA,EEEFM JOSE ROSALES DOS SANTOS,3.1,
RO,ROLIM DE MOURA,EEEF MARIA COMANDOLLI LIRA,3.7,
RO,ROLIM DE MOURA,EEEFM MARIA DO CARMO OLIVEIRA RABELO,3.8,
RO,ROLIM DE MOURA,EEEFM NILSON SILVA,3.2,
RO,ROLIM DE MOURA,EEEF PRISCILA RODRIGUES CHAGAS,3.1,
RO,ROLIM DE MOURA,EEEF ULISSES GUIMARAES,NA,
RO,ROLIM DE MOURA,EEEFM CANDIDO PORTINARI,3.1,
RO,ROLIM DE MOURA,EEEFM CEL ALUIZIO PINHEIRO FERREIRA,4.1,
RO,ROLIM DE MOURA,EEEFM TANCREDO DE ALMEIDA NEVES,2.8,
RO,SANTA LUZIA D'OESTE,EEEF MARECHAL RONDON,NA,
RO,SANTA LUZIA D'OESTE,EEEFM JUSCELINO KUBITSCHEK,4.3,
RO,VILHENA,EEEF CECILIA MEIRELES,3.9,
RO,VILHENA,EEEF GENIVAL N. DA COSTA,NA,
RO,VILHENA,EEEFM MACHADO DE ASSIS,3.6,
RO,VILHENA,EEEFM MARIA ARLETE TOLEDO,3.5,
RO,VILHENA,EEEFM ALVARES DE AZEVEDO,3.9,
RO,VILHENA,EEEFM MARECHAL RONDON,2.2,
RO,VILHENA,IEE WILSON CAMARGO,4.9,
RO,VILHENA,EEEFM ZILDA DA FROTA UCHOA,3.9,
RO,SAO MIGUEL DO GUAPORE,EEEF DEONILDO CARAGNATTO,3.0,
RO,SAO MIGUEL DO GUAPORE,EEEFM PRINCESA ISABEL,2.9,
RO,NOVA MAMORE,EEEFM CASIMIRO DE ABREU,3.1,
RO,NOVA MAMORE,EEEFM PROFESSOR SALOMAO SILVA,3.3,
RO,ALVORADA D'OESTE,EEEF MONTE ALEGRE,3.3,
RO,ALVORADA D'OESTE,EEEFM JOAQUIM XAVIER DE OLIVEIRA,3.9,
RO,ALVORADA D'OESTE,EEEFM SANTA ANA,4.0,
RO,ALTO ALEGRE DOS PARECIS,EEEFM ARTUR DA COSTA E SILVA,3.1,
RO,ALTO PARAISO,EEEFM LAURINDO RABELO,3.4,
RO,BURITIS,EEEFM BURITI,3.8,
RO,BURITIS,EEEFM MARECHAL RONDON,2.9,
RO,BURITIS,EEEFM PROF ELVANDAS MARIA DE SIQUEIRA,3.2,
RO,BURITIS,E.E.E.F.M MARIA DE ABREU BIANCO,3.3,
RO,NOVO HORIZONTE DO OESTE,EEEFM AMERICO BRASILIENSE DE A. E MELO,3.6,
RO,NOVO HORIZONTE DO OESTE,EEEFM MAL CANDIDO RONDON,3.3,
RO,CACAULANDIA,EEEFM FREI HENRIQUE DE COIMBRA,3.8,
RO,CAMPO NOVO DE RONDONIA,EEEFM 15 DE OUTUBRO,3.5,
RO,CAMPO NOVO DE RONDONIA,EEEFM RUTH ROCHA,3.6,
RO,CANDEIAS DO JAMARI,EEEF JAIME BARCESSAT,2.1,
RO,CANDEIAS DO JAMARI,E.E.E.F.M. CARLOS DRUMOND DE ANDRADE,2.6,
RO,CANDEIAS DO JAMARI,ESCOLA ESTADUAL DE ESNINO FUNDAMENTAL E MÉDIO ALBINO BÜTTNER,2.9,
RO,CASTANHEIRAS,EEEFM FRANCISCA JULIA DA SILVA,3.6,
RO,CHUPINGUAIA,EEEFM CHUPINGUAIA,3.7,
RO,CUJUBIM,EEEFM ANTONIO FRANCISCO LISBOA,3.3,
RO,GOVERNADOR JORGE TEIXEIRA,EEEFM COSTA JUNIOR,3.4,
RO,ITAPUA DO OESTE,EEEFM PAULO FREIRE,3.3,
RO,ITAPUA DO OESTE,EEEF JOAO FRANCISCO CORREIA,NA,
RO,MINISTRO ANDREAZZA,EEEFM NILO COELHO,3.1,
RO,MIRANTE DA SERRA,EEEF FLORIZEL LAMEGO FERRARI,3.5,
RO,MIRANTE DA SERRA,EEEFM MIGRANTES,3.6,
RO,MONTE NEGRO,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,3.9,
RO,NOVA UNIAO,EEEFM MARIA GORETTI,2.9,
RO,PARECIS,EEEFM BENEDITO LAURINDO GONCALVES,3.4,
RO,PIMENTEIRAS DO OESTE,EEEFM INACIO CASTRO,3.4,
RO,PRIMAVERA DE RONDONIA,EEEFM ESTACIO DE SA,3.4,
RO,PRIMAVERA DE RONDONIA,EEFM JOSE SEVERINO DOS SANTOS,3.8,
RO,SAO FELIPE D OESTE,EEEFM FELIPE CAMARAO,3.5,
RO,SAO FELIPE D OESTE,EEEFM MONTEIRO LOBATO,4.2,
RO,SAO FRANCISCO DO GUAPORE,EEEFM CAMPOS SALES,2.4,
RO,SAO FRANCISCO DO GUAPORE,EEEFM MARCILENE CARVALHO RICARDO,3.4,
RO,SERINGUEIRAS,EEEF RUI BARBOSA DE OLIVEIRA,2.5,
RO,SERINGUEIRAS,EEEFM OSWALDO PIANA,3.6,
RO,TEIXEIROPOLIS,EEEFM PIONEIRA,2.6,
RO,THEOBROMA,EEEFM PRIMAVERA,3.6,
RO,URUPA,EEEFM ALTAMIR BILLY SOARES,3.5,
RO,VALE DO ANARI,EEEFM BARTOLOMEU L. DE GUSMAO,3.3,
RO,VALE DO PARAISO,EEEFM TUBARAO,3.3,
AC,ACRELANDIA,ESC PROF PEDRO DE CASTRO MEIRELES,3.7,
AC,ACRELANDIA,ESC SANTA LUCIA III,3.9,
AC,ASSIS BRASIL,ESC PROF IRIS CELIA CABANELAS ZANNINE,4.3,
AC,BRASILEIA,ESC KAIRALA JOSE KAIRALA,4.2,
AC,BRASILEIA,ESC INSTITUTO ODILON PRATAGI,5.1,
AC,BUJARI,ESC SAO JOAO BATISTA,4.4,
AC,CAPIXABA,ESC ARGENTINA PEREIRA FEITOSA,4.0,
AC,CAPIXABA,ESC NOVA ESPERANCA,2.9,
AC,CRUZEIRO DO SUL,ESC COLEGIO CRISTAO CRUZEIRO,4.4,
AC,CRUZEIRO DO SUL,ESC PRESIDENTE TANCREDO DE ALMEIDA NEVES,3.8,
AC,CRUZEIRO DO SUL,ESC ABSOLON MOREIRA,4.0,
AC,CRUZEIRO DO SUL,ESC ANSELMO MAIA DE CARVALHO,3.4,
AC,CRUZEIRO DO SUL,ESC COMANDANTE BRAZ DE AGUIAR,3.4,
AC,CRUZEIRO DO SUL,ESC JOAO KUBITSCHEK,4.3,
AC,CRUZEIRO DO SUL,ESC MADRE ADELGUNDES BECKER,3.7,
AC,CRUZEIRO DO SUL,ESC MANOEL BRAZ DE MELO,3.7,
AC,CRUZEIRO DO SUL,ESC OLAVO BILAC,3.7,
AC,CRUZEIRO DO SUL,ESC PADRE CARLOS KUNZ,4.3,
AC,CRUZEIRO DO SUL,ESC PADRE DAMIAO,3.8,
AC,CRUZEIRO DO SUL,ESC PRESBITERIANA DE CRUZEIRO DO SUL,4.9,
AC,CRUZEIRO DO SUL,ESC PROF ANTONIO DE BARROS FREIRE,3.7,
AC,CRUZEIRO DO SUL,ESC SANTA RITA,2.7,
AC,CRUZEIRO DO SUL,ESC SAO JOSE,5.2,
AC,CRUZEIRO DO SUL,ESC MARIA LIMA DE SOUZA,3.9,
AC,EPITACIOLANDIA,ESC LUIZ GONZAGA ROCHA,3.5,
AC,EPITACIOLANDIA,ESC BRASIL BOLIVIA,4.4,
AC,EPITACIOLANDIA,ESC JOANA RIBEIRO AMED,2.6,
AC,FEIJO,ESC NANZIO MAGALHAES,3.9,
AC,FEIJO,ESC IMACULADA CONCEIÇAO,NA,
AC,FEIJO,ESC RAIMUNDO AUGUSTO DE ARAUJO,5.3,
AC,FEIJO,ESC VICENTE CELSO BRANDAO,4.4,
AC,JORDAO,ESC MANOEL RODRIGUES DE FARIAS,NA,
AC,JORDAO,ESC JAIRO DE FIGUEIREDO MELO,3.6,
AC,MANCIO LIMA,ESC SAO FRANCISCO,4.3,
AC,MANCIO LIMA,ESC 1º DE MAIO,3.6,
AC,MANCIO LIMA,ESC FRANCISCO FREIRE DE CARVALHO,3.7,
AC,MANCIO LIMA,ESC JOAQUIM GENEROSO DE OLIVEIRA,NA,
AC,MANOEL URBANO,ESC NAZIRA ANUTE DE LIMA,3.6,
AC,PLACIDO DE CASTRO,ESC FRANKLIN ROOSEVELT,4.3,
AC,PLACIDO DE CASTRO,ESC FLAVIA BARROS PIMENTEL,4.0,
AC,PLACIDO DE CASTRO,ESC SAO LUIZ GONZAGA,3.1,
AC,PLACIDO DE CASTRO,ESC JOSE FRANCISCO DA SILVA,3.3,
AC,PORTO WALTER,ESC BORGES DE AQUINO,3.4,
AC,RIO BRANCO,ESC ANTONIA FERNANDES DE FREITAS,3.9,
AC,RIO BRANCO,ESC AUREA PIRES MONTES DE SOUZA,NA,
AC,RIO BRANCO,ESC CLINIO BRANDAO,4.0,
AC,RIO BRANCO,ESC COLEGIO ACREANO,5.3,
AC,RIO BRANCO,ESC DR JOAO BATISTA AGUIAR,NA,
AC,RIO BRANCO,ESC NEUTEL MAIA,5.1,
AC,RIO BRANCO,ESC ALCIMAR NUNES LEITAO,4.5,
AC,RIO BRANCO,ESC DR CARLOS VASCONCELOS,4.1,
AC,RIO BRANCO,ESC DR MARIO DE OLIVEIRA,4.7,
AC,RIO BRANCO,ESC JOAO MARIANO DA SILVA,5.0,
AC,RIO BRANCO,ESC MARILDA GOUVEIA VIANA,3.7,
AC,RIO BRANCO,ESC HUMBERTO SOARES DA COSTA,3.5,
AC,RIO BRANCO,ESC MARIA CHALUB LEITE,3.3,
AC,RIO BRANCO,ESC REINALDO PEREIRA DA SILVA,3.9,
AC,RIO BRANCO,ESC RAIMUNDO HERMINIO DE MELO,4.0,
AC,RIO BRANCO,ESC SENADOR ADALBERTO SENA,4.8,
AC,RIO BRANCO,ESC ZULEIDE PEREIRA DE SOUZA,4.0,
AC,RIO BRANCO,ESC DR SANTIAGO DANTAS,4.4,
AC,RIO BRANCO,ESC FRANCISCO SALGADO FILHO,NA,
AC,RIO BRANCO,ESC HENRIQUE LIMA,3.0,
AC,RIO BRANCO,ESC INSTITUTO DE EDUCAÇAO LOURENÇO FILHO,3.7,
AC,RIO BRANCO,ESC LEONCIO DE CARVALHO,4.5,
AC,RIO BRANCO,ESC LOURIVAL SOMBRA PEREIRA LIMA,3.7,
AC,RIO BRANCO,ESC LUÍZA CARNEIRO DANTAS,NA,
AC,RIO BRANCO,ESC PADRE CARLOS CASAVECCHIA,3.9,
AC,RIO BRANCO,ESC PADRE DIOGO FEIJÓ,4.6,
AC,RIO BRANCO,ESC PROF BERTA VIEIRA DE ANDRADE,3.5,
AC,RIO BRANCO,ESC ELOZIRA DOS SANTOS THOME,4.3,
AC,RIO BRANCO,ESC RAIMUNDO GOMES DE OLIVEIRA,3.9,
AC,RIO BRANCO,ESC SAO CAMILO,4.3,
AC,RIO BRANCO,ESC SERAFIM DA SILVA SALGADO,4.1,
AC,RIO BRANCO,ESC TANCREDO DE ALMEIDA NEVES,4.2,
AC,RIO BRANCO,ESC THEODOLINA FALCAO MACEDO,4.6,
AC,RIO BRANCO,ESC UNIAO E PROGRESSO,3.6,
AC,RIO BRANCO,ESC INSTITUTO SAO JOSE,4.7,
AC,RIO BRANCO,ESC PAULO FREIRE,3.9,
AC,RIO BRANCO,ESC LINDAURA MARTINS LEITAO,3.7,
AC,RIO BRANCO,ESC PROF? TEREZINHA MIGUEIS,3.8,
AC,RIO BRANCO,ESC NOVA DO BOA UNIAO II,3.2,
AC,RODRIGUES ALVES,ESC CUNHA VASCONCELOS,3.3,
AC,RODRIGUES ALVES,ESC FELICISSIMO NEGREIROS,3.2,
AC,RODRIGUES ALVES,ESC JOAO TIBURCIO DA SILVA,2.9,
AC,RODRIGUES ALVES,ESC JOSE DE SOUZA MARTINS,3.1,
AC,RODRIGUES ALVES,ESC FRANCISCO BRAGA DE SOUZA,4.2,
AC,RODRIGUES ALVES,ESC MANOEL CARNEIRO DE MESSIAS,3.5,
AC,SENADOR GUIOMARD,ESC BOA VISTA,3.6,
AC,SENADOR GUIOMARD,ESC 15 DE JUNHO,4.0,
AC,SENADOR GUIOMARD,ESC SANTO IZIDORO,4.6,
AC,SENA MADUREIRA,ESC INSTITUTO SANTA JULIANA,4.4,
AC,SENA MADUREIRA,ESC ELIZIARIO TAVORA,3.7,
AC,SENA MADUREIRA,ESC FONTINELLE DE CASTRO,4.1,
AC,SENA MADUREIRA,ESC RAIMUNDO MAGALHAES,3.3,
AC,TARAUACA,ESC DELZUITE B DE ARAUJO,NA,
AC,TARAUACA,ESC GOVERNADOR EDMUNDO PINTO DE A NETO,NA,
AC,TARAUACA,ESC INSTITUTO SAO JOSE,4.7,
AC,TARAUACA,ESC PLACIDO DE CASTRO,4.4,
AC,TARAUACA,ESC TUPANIR GAUDENCIO DA COSTA,4.5,
AC,TARAUACA,ESC ROSAURA MOURAO DA ROCHA,4.7,
AC,XAPURI,ESC ANTHERO SOARES BEZERRA,4.0,
AC,XAPURI,ESC DIVINA PROVIDENCIA,4.2,
AC,PORTO ACRE,ESC CEL JOSE PLACIDO DE CASTRO,3.3,
AC,PORTO ACRE,ESC EDMUNDO PINTO DE ALMEIDA NETO,4.0,
AC,PORTO ACRE,ESC JADER SARAIVA MACHADO,4.0,
AM,ALVARAES,ESC.EST.PROF.JOHANNES PETRUS,3.0,
AM,AMATURA,ESC.EST.AMATURÁ,3.5,
AM,ANAMA,ESC.EST.ALCINDA PINHEIRO COSTA,3.8,
AM,ANAMA,ESC EST DUQUE DE CAXIAS,3.6,
AM,ANAMA,ESC.EST.JESUINA REGIS,NA,
AM,ANAMA,ESC.EST.PRES.TANCREDO NEVES,NA,
AM,ANORI,ESC.EST.PRES.COSTA E SILVA,3.6,
AM,ANORI,ESCOLA ESTADUAL ALMERINDA NOGUEIRA UCHOA IZEL,3.3,
AM,APUI,ESC.EST.AMAZONINO MENDES,4.3,
AM,ATALAIA DO NORTE,ESC.EST.PIO VEIGA,3.2,
AM,AUTAZES,ESC.EST.RAIMUNDO SÁ,3.0,
AM,AUTAZES,ESCOLA ESTADUAL MARIA EMILIA MARTINS MESTRINHO DE MEDEIROS RAPOSO,3.8,
AM,BARCELOS,ESC.EST.PE. JOÃO BADALOTTI,3.7,
AM,BARCELOS,ESC.EST.ANGELINA PALHETA MENDES,2.8,
AM,BARCELOS,ESC.EST.SÃO FRANCISCO DE SALLES,4.1,
AM,BARREIRINHA,ESC.EST.PROFª.MARIA BELEM,4.0,
AM,BARREIRINHA,ESC EST JULIO CESAR DA COSTA,3.7,
AM,BARREIRINHA,ESC.EST.PE.SEIXAS,3.8,
AM,BARREIRINHA,ESC EST PROF OTAVIANO CARDOSO,4.1,
AM,BARREIRINHA,ESC.EST.SENADOR JOÃO BOSCO RAMOS DE LIMA,3.2,
AM,BARREIRINHA,ESC EST NILO PEREIRA,3.6,
AM,BARREIRINHA,ESC EST JACY DUTRA,3.6,
AM,BARREIRINHA,ESC EST ANTONIO BELCHIOR CABRAL,3.5,
AM,BENJAMIN CONSTANT,ESC.EST.IMACULADA CONCEIÇÃO,3.6,
AM,BENJAMIN CONSTANT,ESC.EST.CORONEL RAIMUNDO CUNHA,3.5,
AM,BERURI,ESC.EST.EUCLIDES CORRÊA VIEIRA,3.5,
AM,BERURI,ESC.EST.GETULIO VARGAS,2.6,
AM,BOA VISTA DO RAMOS,ESC.EST.DARCY AUGUSTO MICHILES,NA,
AM,BOA VISTA DO RAMOS,ESC.EST.AMAZONINO MENDES,2.7,
AM,BOA VISTA DO RAMOS,ESCOLA ESTADUAL PROFESSORA MARIA IZABEL DOS SANTOS,4.3,
AM,BOCA DO ACRE,ESC.EST.DANILO CORRÊA,3.1,
AM,BOCA DO ACRE,ESC.EST.ALMIRANTE BARROSO,3.7,
AM,BOCA DO ACRE,ESC.EST.BARÃO DE BOCA DO ACRE,3.0,
AM,BOCA DO ACRE,ESC.EST.CORONEL JOSÉ ASSUNÇÃO,5.0,
AM,BORBA,ESC.EST.CONEGO BENTO JOSÉ DE SOUZA,3.5,
AM,BORBA,ESC.EST.LOTHAR SUSSMANN,3.0,
